amfi_code,scheme_name,fund_house,Score,CAGR_3yr,Sharpe,Alpha,Max_DD,expense_ratio_pct
120505,ICICI Pru Midcap Fund - Regular - Growth,ICICI Prudential MF,82.0,0.2964993404956926,1.1801011976606492,0.2926358334175106,-0.18188513572116294,1.36
100033,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,79.5,0.3375958695571646,1.0936987435346308,0.2719535450128533,-0.16217208574644848,1.38
119094,Axis Midcap Fund - Regular - Growth,Axis Mutual Fund,78.25000000000001,0.36236320218826146,0.9982309868636414,0.2607666908004223,-0.20960883862039192,1.38
119598,SBI Small Cap Fund - Regular Plan - Growth,SBI Mutual Fund,76.375,0.2807585983623553,0.9453082575156094,0.3033696538698332,-0.2870600572176455,1.43
148567,Mirae Asset Large Cap Fund - Regular - Growth,Mirae Asset MF,76.0,0.31495335576695416,1.4482911703262602,0.2698375144191807,-0.11265729075028275,1.46
120843,Kotak Flexicap Fund - Regular - Growth,Kotak Mahindra MF,73.5,0.2541357504574635,1.3067439695428407,0.27330465038306057,-0.1297396816518679,1.45
149324,DSP Small Cap Fund - Regular - Growth,DSP Mutual Fund,71.6875,0.25315693392596184,0.9497958246616032,0.3005787817097677,-0.31171900300634214,1.52
119551,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,70.5625,0.28193107333721334,1.208266567372718,0.23201007160635082,-0.1501238549864533,1.54
120504,ICICI Pru Bluechip Fund - Direct - Growth,ICICI Prudential MF,69.5,0.27886717505894776,1.0265242847993001,0.2119482701352573,-0.12588275606922517,0.8
148569,Mirae Asset Tax Saver Fund - Regular - Growth,Mirae Asset MF,67.68750000000001,0.23388973345158037,1.2349300257743299,0.2827036785246582,-0.1639674294693263,1.6
101206,ABSL Frontline Equity Fund - Regular - Growth,Aditya Birla Sun Life MF,64.43750000000001,0.3272566097608747,1.0272133278753697,0.21399784776051212,-0.11291596329323073,1.6
149323,DSP Midcap Fund - Regular - Growth,DSP Mutual Fund,64.25,0.23888131507039434,1.1321218524747247,0.26598577542043045,-0.17248105753451382,1.61
118632,Nippon India Large Cap Fund - Regular - Growth,Nippon India MF,63.0625,0.181852590182084,1.0816591793457044,0.21829397904608644,-0.17414075086657232,1.51
118633,Nippon India Large Cap Fund - Direct - Growth,Nippon India MF,58.8125,0.18485694594317437,0.6452074382933216,0.15643835948169668,-0.18629743138595511,0.72
119552,SBI Bluechip Fund - Direct Plan - Growth,SBI Mutual Fund,58.75,0.15199091421256816,0.9532794968660105,0.1986859936686296,-0.11803493502764295,0.66
125497,HDFC Top 100 Fund - Direct Plan - Growth,HDFC Mutual Fund,55.50000000000001,0.1776826716893969,0.7757902498211209,0.17729754927531766,-0.15200013055606398,0.92
120506,ICICI Pru Value Discovery Fund - Regular - Growth,ICICI Prudential MF,53.37499999999999,0.18098572298772764,0.6488787755249532,0.1625385327998104,-0.1982565826298267,1.41
119093,Axis Bluechip Fund - Direct - Growth,Axis Mutual Fund,51.87500000000001,0.19927376280644427,0.1296144979566933,0.08232801295222093,-0.21751396370148224,0.75
102887,UTI Flexi Cap Fund - Regular - Growth,UTI Mutual Fund,51.43749999999999,0.26212376157937856,0.6195175900829829,0.16211256794033255,-0.21539827112383225,1.64
148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,Mirae Asset MF,49.43749999999999,0.13526654355414114,0.9262873467360146,0.20873010086942337,-0.1527259422823477,1.52
118635,Nippon India ETF Nifty 50 BeES,Nippon India MF,49.00000000000001,0.16656645561983252,0.664856998549062,0.1513635464823924,-0.1165062450540909,0.89
120503,ICICI Pru Bluechip Fund - Regular - Growth,ICICI Prudential MF,48.62499999999999,0.14693231522347006,0.7979728586052847,0.17703302365844073,-0.13897862823061635,1.42
102885,UTI Nifty 50 Index Fund - Regular - Growth,UTI Mutual Fund,47.25,0.1825384585690104,0.8170993373494371,0.17048756803412696,-0.1085986215250232,1.57
125498,HDFC Mid-Cap Opportunities Fund - Direct - Growth,HDFC Mutual Fund,43.875,0.12564556862743115,0.3006119210425479,0.11989100971217971,-0.21117279560132118,0.78
118634,Nippon India Small Cap Fund - Regular - Growth,Nippon India MF,40.81249999999999,0.08599903481542981,0.44843400890899143,0.1750072167561127,-0.2334488614483311,1.53
149322,DSP Top 100 Equity Fund - Regular - Growth,DSP Mutual Fund,38.9375,0.1661251630174072,0.4640374492204777,0.13173190226099432,-0.14844576917771746,1.54
120841,Kotak Bluechip Fund - Regular - Growth,Kotak Mahindra MF,38.625,0.16446665078408862,0.4942725378672354,0.13042924450705445,-0.1757361416468729,1.59
120507,ICICI Pru Liquid Fund - Regular - Growth,ICICI Prudential MF,35.75,0.07063476974031735,0.49572339295331147,0.06746210411099539,-0.0009773140045925555,0.74
119599,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,32.6875,0.0018484664592763878,-0.05718662582818005,0.048824215945539845,-0.5257422117012851,0.72
120842,Kotak Emerging Equity Fund - Regular - Growth,Kotak Mahindra MF,32.125,0.09896111385771578,0.07599984804658912,0.0780443887615508,-0.24003511326274884,1.56
120844,Kotak Liquid Fund - Regular - Growth,Kotak Mahindra MF,29.375,0.06555138646928649,-0.08874729621557495,0.06455677495375998,-0.0011629327956168556,0.6
101207,ABSL Small Cap Fund - Regular - Growth,Aditya Birla Sun Life MF,28.3125,-0.0315942467620105,0.16266076928646758,0.10897091901704538,-0.3544691649336603,1.53
118636,Nippon India Gilt Securities Fund - Regular - Growth,Nippon India MF,24.125000000000004,0.042117574166855354,-0.3566295075143679,0.05074772999976104,-0.08316361763638702,0.55
119095,Axis Small Cap Fund - Regular - Growth,Axis Mutual Fund,24.0,-0.11218962208312377,-0.07597357117478937,0.04801595363775955,-0.5167775370852656,1.38
119120,SBI Magnum Gilt Fund - Regular Plan - Growth,SBI Mutual Fund,23.5,0.055578076192641435,-0.2265753866279158,0.05620895216638369,-0.04328728923970093,0.77
100025,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,21.875000000000004,0.047718251695277436,-0.5670947928476847,0.042817920315060876,-0.04308263824636349,0.56
101208,ABSL Liquid Fund - Regular - Growth,Aditya Birla Sun Life MF,21.625,0.06080205049018561,-0.8155673679088286,0.060861457957871144,-0.0016224980244717857,0.79
102886,UTI Mid Cap Fund - Regular - Growth,UTI Mutual Fund,18.3125,-0.01993645366016883,-0.20583160785470306,0.02896939786637944,-0.2800112356639287,1.51
119092,Axis Bluechip Fund - Regular - Growth,Axis Mutual Fund,18.062499999999996,0.006093199259856963,0.030784850954585913,0.0689952982167755,-0.1440161790933726,1.64
100016,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,17.125,0.0015935656456500524,-0.20151706755966933,0.03747580763443281,-0.24734440880673303,1.55
